video_id,number_of_frames,total_distance,activity_ratio,processing_status
Subj_102_part_7,118,1085.8397615656627,0.38461538461538464,ok
Subj_102_part_70,132,206.50679090593206,0.1297709923664122,ok
Subj_102_part_71,120,466.8753918855527,0.24369747899159663,ok
Subj_102_part_72,132,238.37216308919818,0.061068702290076333,ok
Subj_102_part_73,120,254.29001206211885,0.12605042016806722,ok
Subj_102_part_74,132,247.35853495770533,0.13740458015267176,ok
Subj_102_part_75,120,235.8344528557943,0.1092436974789916,ok
Subj_102_part_76,120,202.53582819002628,0.08403361344537816,ok
Subj_102_part_77,132,181.14137974810245,0.08396946564885496,ok
Subj_102_part_78,114,158.96620391479263,0.04424778761061947,ok
Subj_102_part_79,132,73.25967386410066,0.0,ok
Subj_102_part_8,116,662.0218771482325,0.2782608695652174,ok
Subj_102_part_80,120,313.2918246958736,0.18487394957983194,ok
Subj_102_part_81,120,232.62441638031504,0.11764705882352941,ok
Subj_102_part_82,132,235.2299736592887,0.09923664122137404,ok
Subj_102_part_83,120,274.01333735582233,0.15966386554621848,ok
Subj_102_part_84,128,445.7987974128845,0.23622047244094488,ok
Subj_102_part_85,120,429.7887428163807,0.24369747899159663,ok
Subj_102_part_86,86,184.0260643727235,0.11764705882352941,ok
Subj_102_part_87,120,151.70724373230712,0.04201680672268908,ok
Subj_102_part_88,120,90.0741713858689,0.0,ok
Subj_102_part_89,132,102.64058634027742,0.0,ok
Subj_102_part_9,88,297.4121534064004,0.26436781609195403,ok
Subj_102_part_90,120,114.72359596316508,0.01680672268907563,ok
Subj_102_part_91,103,309.2543728900398,0.16666666666666666,ok
Subj_102_part_92,84,311.8209159528368,0.10843373493975904,ok
Subj_102_part_93,120,236.57429769595603,0.14285714285714285,ok
Subj_102_part_94,132,269.69807692396523,0.1984732824427481,ok
Subj_102_part_95,120,157.61668004391748,0.06722689075630252,ok
Subj_102_part_96,126,263.6709554496151,0.112,ok
Subj_102_part_97,67,436.22236997886097,0.3484848484848485,ok
Subj_102_part_98,111,552.0704813331397,0.24545454545454545,ok
Subj_102_part_99,120,757.0196222385109,0.3025210084033613,ok
Subj_103_part_1,132,241.3050656122314,0.10687022900763359,ok
Subj_103_part_10,103,58.78534860574724,0.0196078431372549,ok
Subj_103_part_100,63,46.52579069685804,0.03225806451612903,ok
Subj_103_part_101,119,93.81523401887473,0.00847457627118644,ok
Subj_103_part_102,77,35.401528536822525,0.039473684210526314,ok
Subj_103_part_103,111,86.41329463867655,0.0,ok
Subj_103_part_104,111,149.5975615468549,0.045454545454545456,ok
Subj_103_part_105,119,20.742640687119284,0.0,ok
Subj_103_part_106,126,161.79936879986352,0.04,ok
Subj_103_part_107,71,23.071067811865476,0.0,ok
